Program,Year,Period,GeoLevel,State,StateANSI,Commodity,DataItem,Domain,DomainCategory,HarvestedBU,PricesReceivedBU,ProductionBU,YieldBUACRE
SURVEY,2011,YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"520,000",0,0,0
SURVEY,2011,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"150,000",0,0,0
SURVEY,2011,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,300,000",0,0,0
SURVEY,2011,YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"182,000",0,0,0
SURVEY,2011,YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"33,000",0,0,0
SURVEY,2011,YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"270,000",0,0,0
SURVEY,2011,YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"120,000",0,0,0
SURVEY,2011,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"12,350,000",0,0,0
SURVEY,2011,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,750,000",0,0,0
SURVEY,2011,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,700,000",0,0,0
SURVEY,2011,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,200,000",0,0,0
SURVEY,2011,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,300,000",0,0,0
SURVEY,2011,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"570,000",0,0,0
SURVEY,2011,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"420,000",0,0,0
SURVEY,2011,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,190,000",0,0,0
SURVEY,2011,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"7,700,000",0,0,0
SURVEY,2011,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"730,000",0,0,0
SURVEY,2011,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,050,000",0,0,0
SURVEY,2011,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"36,000",0,0,0
SURVEY,2011,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"9,600,000",0,0,0
SURVEY,2011,YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"81,000",0,0,0
SURVEY,2011,YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"45,000",0,0,0
SURVEY,2011,YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"620,000",0,0,0
SURVEY,2011,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"815,000",0,0,0
SURVEY,2011,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,060,000",0,0,0
SURVEY,2011,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,200,000",0,0,0
SURVEY,2011,YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"190,000",0,0,0
SURVEY,2011,YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"51,000",0,0,0
SURVEY,2011,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"960,000",0,0,0
SURVEY,2011,YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"330,000",0,0,0
SURVEY,2011,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,950,000",0,0,0
SURVEY,2011,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"735,000",0,0,0
SURVEY,2011,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,470,000",0,0,0
SURVEY,2011,YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"30,000",0,0,0
SURVEY,2011,YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"340,000",0,0,0
SURVEY,2011,YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"125,000",0,0,0
SURVEY,2011,YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"31,000",0,0,0
SURVEY,2011,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,320,000",0,0,0
SURVEY,2011,YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"70,000",0,0,0
SURVEY,2010,YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"250,000",0,0,0
SURVEY,2010,YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"22,000",0,0,0
SURVEY,2010,YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"380,000",0,0,0
SURVEY,2010,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"180,000",0,0,0
SURVEY,2010,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,210,000",0,0,0
SURVEY,2010,YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"173,000",0,0,0
SURVEY,2010,YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"25,000",0,0,0
SURVEY,2010,YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"245,000",0,0,0
SURVEY,2010,YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"110,000",0,0,0
SURVEY,2010,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"12,400,000",0,0,0
SURVEY,2010,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,720,000",0,0,0
SURVEY,2010,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"13,050,000",0,0,0
SURVEY,2010,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,650,000",0,0,0
SURVEY,2010,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,230,000",0,0,0
SURVEY,2010,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"500,000",0,0,0
SURVEY,2010,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"430,000",0,0,0
SURVEY,2010,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,100,000",0,0,0
SURVEY,2010,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"7,300,000",0,0,0
SURVEY,2010,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"670,000",0,0,0
SURVEY,2010,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,000,000",0,0,0
SURVEY,2010,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"34,000",0,0,0
SURVEY,2010,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"8,850,000",0,0,0
SURVEY,2010,YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"71,000",0,0,0
SURVEY,2010,YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"66,000",0,0,0
SURVEY,2010,YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"590,000",0,0,0
SURVEY,2010,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"840,000",0,0,0
SURVEY,2010,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,880,000",0,0,0
SURVEY,2010,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,270,000",0,0,0
SURVEY,2010,YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"340,000",0,0,0
SURVEY,2010,YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"38,000",0,0,0
SURVEY,2010,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"910,000",0,0,0
SURVEY,2010,YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"335,000",0,0,0
SURVEY,2010,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,220,000",0,0,0
SURVEY,2010,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"640,000",0,0,0
SURVEY,2010,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,080,000",0,0,0
SURVEY,2010,YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"23,000",0,0,0
SURVEY,2010,YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"310,000",0,0,0
SURVEY,2010,YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"125,000",0,0,0
SURVEY,2010,YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"29,000",0,0,0
SURVEY,2010,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,100,000",0,0,0
SURVEY,2010,YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"50,000",0,0,0
SURVEY,2019,YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,4.1725,0,0
SURVEY,2019,YEAR,STATE,ALASKA,2,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.89,0,0
SURVEY,2019,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.82875,0,0
SURVEY,2019,YEAR,STATE,CONNECTICUT,9,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,1.65375,0,0
SURVEY,2019,YEAR,STATE,HAWAII,15,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,1.63,0,0
SURVEY,2019,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.74375,0,0
SURVEY,2019,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.9925,0,0
SURVEY,2019,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.7125,0,0
SURVEY,2019,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.7275,0,0
SURVEY,2019,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.9925,0,0
SURVEY,2019,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,1.98,0,0
SURVEY,2019,YEAR,STATE,MAINE,23,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.53625,0,0
SURVEY,2019,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.92,0,0
SURVEY,2019,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.555,0,0
SURVEY,2019,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0.98625,0,0
SURVEY,2019,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.85,0,0
SURVEY,2019,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.70125,0,0
SURVEY,2019,YEAR,STATE,NEVADA,32,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,NEW HAMPSHIRE,33,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,4.26375,0,0
SURVEY,2019,YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,4.5475,0,0
SURVEY,2019,YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.4,0,0
SURVEY,2019,YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.97,0,0
SURVEY,2019,YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,4.0125,0,0
SURVEY,2019,YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,4.34125,0,0
SURVEY,2019,YEAR,STATE,RHODE ISLAND,44,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.53875,0,0
SURVEY,2019,YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.96125,0,0
SURVEY,2019,YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,4.32,0,0
SURVEY,2019,YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,VERMONT,50,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.8875,0,0
SURVEY,2019,YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0.54375,0,0
SURVEY,2019,YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2019,YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.64375,0,0
SURVEY,2019,YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,4.095833333,0,0
SURVEY,2018,YEAR,STATE,ALASKA,2,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0.393333333,0,0
SURVEY,2018,YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.7675,0,0
SURVEY,2018,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.520833333,0,0
SURVEY,2018,YEAR,STATE,CONNECTICUT,9,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,2.926666667,0,0
SURVEY,2018,YEAR,STATE,HAWAII,15,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.201666667,0,0
SURVEY,2018,YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.500833333,0,0
SURVEY,2018,YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.634166667,0,0
SURVEY,2018,YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.41,0,0
SURVEY,2018,YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.503333333,0,0
SURVEY,2018,YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.771666667,0,0
SURVEY,2018,YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,2.840833333,0,0
SURVEY,2018,YEAR,STATE,MAINE,23,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.191666667,0,0
SURVEY,2018,YEAR,STATE,MASSACHUSETTS,25,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
SURVEY,2018,YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.568333333,0,0
SURVEY,2018,YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.280833333,0,0
SURVEY,2018,YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,2.5325,0,0
SURVEY,2018,YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.541666667,0,0
SURVEY,2018,YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0.578333333,0,0
SURVEY,2018,YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,3.455,0,0
SURVEY,2018,YEAR,STATE,NEVADA,32,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0,0,0,0
