Program,Year,Period,Geo Level,State,State ANSI,Commodity,Data Item,Domain,Domain Category,0
SURVEY,2016,DEC,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.2
SURVEY,2016,DEC,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3
SURVEY,2016,DEC,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.57
SURVEY,2016,DEC,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0
SURVEY,2016,DEC,STATE,OREGON,41,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0
SURVEY,2016,DEC,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.05
SURVEY,2016,DEC,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0
SURVEY,2016,DEC,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.03
SURVEY,2016,DEC,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.72
SURVEY,2016,DEC,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.69
SURVEY,2016,DEC,STATE,UTAH,49,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0
SURVEY,2016,DEC,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0
SURVEY,2016,DEC,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0
SURVEY,2016,DEC,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0
SURVEY,2016,DEC,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.15
SURVEY,2016,DEC,STATE,WYOMING,56,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,0
SURVEY,2015,MARKETING YEAR,STATE,ALABAMA,1,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.74
SURVEY,2015,MARKETING YEAR,STATE,ARIZONA,4,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.98
SURVEY,2015,MARKETING YEAR,STATE,ARKANSAS,5,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.11
SURVEY,2015,MARKETING YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.39
SURVEY,2015,MARKETING YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.69
SURVEY,2015,MARKETING YEAR,STATE,DELAWARE,10,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.88
SURVEY,2015,MARKETING YEAR,STATE,FLORIDA,12,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.8
SURVEY,2015,MARKETING YEAR,STATE,GEORGIA,13,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.9
SURVEY,2015,MARKETING YEAR,STATE,IDAHO,16,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.71
SURVEY,2015,MARKETING YEAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.69
SURVEY,2015,MARKETING YEAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.92
SURVEY,2015,MARKETING YEAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.52
SURVEY,2015,MARKETING YEAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.69
SURVEY,2015,MARKETING YEAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.88
SURVEY,2015,MARKETING YEAR,STATE,LOUISIANA,22,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4
SURVEY,2015,MARKETING YEAR,STATE,MARYLAND,24,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.88
SURVEY,2015,MARKETING YEAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.63
SURVEY,2015,MARKETING YEAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.37
SURVEY,2015,MARKETING YEAR,STATE,MISSISSIPPI,28,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.01
SURVEY,2015,MARKETING YEAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.69
SURVEY,2015,MARKETING YEAR,STATE,MONTANA,30,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.01
SURVEY,2015,MARKETING YEAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.57
SURVEY,2015,MARKETING YEAR,STATE,NEW JERSEY,34,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.85
SURVEY,2015,MARKETING YEAR,STATE,NEW MEXICO,35,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.58
SURVEY,2015,MARKETING YEAR,STATE,NEW YORK,36,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.01
SURVEY,2015,MARKETING YEAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.32
SURVEY,2015,MARKETING YEAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.28
SURVEY,2015,MARKETING YEAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.89
SURVEY,2015,MARKETING YEAR,STATE,OKLAHOMA,40,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.93
SURVEY,2015,MARKETING YEAR,STATE,OREGON,41,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4
SURVEY,2015,MARKETING YEAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.97
SURVEY,2015,MARKETING YEAR,STATE,SOUTH CAROLINA,45,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.06
SURVEY,2015,MARKETING YEAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.3
SURVEY,2015,MARKETING YEAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.92
SURVEY,2015,MARKETING YEAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.2
SURVEY,2015,MARKETING YEAR,STATE,UTAH,49,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.68
SURVEY,2015,MARKETING YEAR,STATE,VIRGINIA,51,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.05
SURVEY,2015,MARKETING YEAR,STATE,WASHINGTON,53,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.3
SURVEY,2015,MARKETING YEAR,STATE,WEST VIRGINIA,54,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.95
SURVEY,2015,MARKETING YEAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.46
SURVEY,2015,MARKETING YEAR,STATE,WYOMING,56,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.44
SURVEY,2015,JAN,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.1
SURVEY,2015,JAN,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.82
SURVEY,2015,JAN,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.86
SURVEY,2015,JAN,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.86
SURVEY,2015,JAN,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.94
SURVEY,2015,JAN,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.08
SURVEY,2015,JAN,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.75
SURVEY,2015,JAN,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.71
SURVEY,2015,JAN,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.58
SURVEY,2015,JAN,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.88
SURVEY,2015,JAN,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.43
SURVEY,2015,JAN,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.44
SURVEY,2015,JAN,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.87
SURVEY,2015,JAN,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.11
SURVEY,2015,JAN,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.41
SURVEY,2015,JAN,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4
SURVEY,2015,JAN,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.51
SURVEY,2015,JAN,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.74
SURVEY,2015,FEB,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.78
SURVEY,2015,FEB,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.78
SURVEY,2015,FEB,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.93
SURVEY,2015,FEB,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.8
SURVEY,2015,FEB,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.82
SURVEY,2015,FEB,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.13
SURVEY,2015,FEB,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.69
SURVEY,2015,FEB,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.63
SURVEY,2015,FEB,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.7
SURVEY,2015,FEB,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.9
SURVEY,2015,FEB,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.63
SURVEY,2015,FEB,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.39
SURVEY,2015,FEB,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.95
SURVEY,2015,FEB,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.07
SURVEY,2015,FEB,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.43
SURVEY,2015,FEB,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.06
SURVEY,2015,FEB,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.53
SURVEY,2015,FEB,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.75
SURVEY,2015,MAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.94
SURVEY,2015,MAR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.79
SURVEY,2015,MAR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.94
SURVEY,2015,MAR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.83
SURVEY,2015,MAR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.91
SURVEY,2015,MAR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.2
SURVEY,2015,MAR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.73
SURVEY,2015,MAR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.66
SURVEY,2015,MAR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.75
SURVEY,2015,MAR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.88
SURVEY,2015,MAR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.56
SURVEY,2015,MAR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.3
SURVEY,2015,MAR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.93
SURVEY,2015,MAR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.08
SURVEY,2015,MAR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.44
SURVEY,2015,MAR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.18
SURVEY,2015,MAR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.46
SURVEY,2015,MAR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.72
SURVEY,2015,APR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.86
SURVEY,2015,APR,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.71
SURVEY,2015,APR,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.84
SURVEY,2015,APR,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.74
SURVEY,2015,APR,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.86
SURVEY,2015,APR,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.09
SURVEY,2015,APR,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.78
SURVEY,2015,APR,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.6
SURVEY,2015,APR,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.78
SURVEY,2015,APR,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.83
SURVEY,2015,APR,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.42
SURVEY,2015,APR,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.39
SURVEY,2015,APR,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.83
SURVEY,2015,APR,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.06
SURVEY,2015,APR,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.38
SURVEY,2015,APR,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.18
SURVEY,2015,APR,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.25
SURVEY,2015,APR,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.73
SURVEY,2015,MAY,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.64
SURVEY,2015,MAY,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.62
SURVEY,2015,MAY,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.74
SURVEY,2015,MAY,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.61
SURVEY,2015,MAY,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.81
SURVEY,2015,MAY,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.86
SURVEY,2015,MAY,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.58
SURVEY,2015,MAY,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.56
SURVEY,2015,MAY,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.64
SURVEY,2015,MAY,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.76
SURVEY,2015,MAY,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.1
SURVEY,2015,MAY,STATE,NORTH DAKOTA,38,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.47
SURVEY,2015,MAY,STATE,OHIO,39,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.71
SURVEY,2015,MAY,STATE,PENNSYLVANIA,42,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.7
SURVEY,2015,MAY,STATE,SOUTH DAKOTA,46,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.33
SURVEY,2015,MAY,STATE,TENNESSEE,47,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.96
SURVEY,2015,MAY,STATE,TEXAS,48,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.07
SURVEY,2015,MAY,STATE,WISCONSIN,55,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.48
SURVEY,2015,JUN,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.73
SURVEY,2015,JUN,STATE,ILLINOIS,17,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.65
SURVEY,2015,JUN,STATE,INDIANA,18,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.67
SURVEY,2015,JUN,STATE,IOWA,19,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.58
SURVEY,2015,JUN,STATE,KANSAS,20,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.74
SURVEY,2015,JUN,STATE,KENTUCKY,21,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.88
SURVEY,2015,JUN,STATE,MICHIGAN,26,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.39
SURVEY,2015,JUN,STATE,MINNESOTA,27,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.46
SURVEY,2015,JUN,STATE,MISSOURI,29,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.61
SURVEY,2015,JUN,STATE,NEBRASKA,31,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,3.68
SURVEY,2015,JUN,STATE,NORTH CAROLINA,37,CORN,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",TOTAL,NOT SPECIFIED,4.18
