Year,Geo Level ,State,Commodity,Unit,Corn_For_Food_Amount,Corn_Residual_Amount,Corn_Prices,Corn_Yield_Per_Acre,Corn_Alcohol_Usage,Grain_Production_Amount,CV(%)
2011,STATE,TENNESSEE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,137,0,0,0
2011,STATE,TEXAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,112,0,0,0
2011,STATE,VIRGINIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,119,0,0,0
2011,STATE,WASHINGTON,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,210,0,0,0
2011,STATE,WISCONSIN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160,0,0,0
2011,STATE,ALABAMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,105,0,0,0
2011,STATE,ARKANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,146,0,0,0
2011,STATE,CALIFORNIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,185,0,0,0
2011,STATE,COLORADO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,127,0,0,0
2011,STATE,DELAWARE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,125,0,0,0
2011,STATE,GEORGIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,147,0,0,0
2011,STATE,ILLINOIS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,161,0,0,0
2011,STATE,INDIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,145,0,0,0
2011,STATE,IOWA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,167,0,0,0
2011,STATE,KANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,105,0,0,0
2011,STATE,KENTUCKY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,139,0,0,0
2011,STATE,LOUISIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,130,0,0,0
2011,STATE,MARYLAND,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,104,0,0,0
2011,STATE,MICHIGAN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,148,0,0,0
2011,STATE,MINNESOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,165,0,0,0
2011,STATE,MISSISSIPPI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,114,0,0,0
2011,STATE,MISSOURI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,120,0,0,0
2011,STATE,NEBRASKA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160,0,0,0
2011,STATE,NEW JERSEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,130,0,0,0
2011,STATE,NEW YORK,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,134,0,0,0
2011,STATE,NORTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,78,0,0,0
2011,STATE,NORTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,125,0,0,0
2011,STATE,OHIO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,153,0,0,0
2011,STATE,OKLAHOMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,90,0,0,0
2011,STATE,OTHER STATES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160.3,0,0,0
2011,STATE,PENNSYLVANIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,114,0,0,0
2011,STATE,SOUTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,57,0,0,0
2011,STATE,SOUTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,138,0,0,0
2011,STATE,TENNESSEE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,137,0,0,0
2011,STATE,TEXAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,112,0,0,0
2011,STATE,VIRGINIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,124,0,0,0
2011,STATE,WASHINGTON,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,215,0,0,0
2011,STATE,WISCONSIN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,157,0,0,0
2010,STATE,ALABAMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,115,0,0,0
2010,STATE,ARIZONA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,210,0,0,0
2010,STATE,ARKANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,CALIFORNIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,192,0,0,0
2010,STATE,COLORADO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,151,0,0,0
2010,STATE,DELAWARE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,114,0,0,0
2010,STATE,FLORIDA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,109,0,0,0
2010,STATE,GEORGIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,146,0,0,0
2010,STATE,IDAHO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,190,0,0,0
2010,STATE,ILLINOIS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,157,0,0,0
2010,STATE,INDIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,157,0,0,0
2010,STATE,IOWA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,165,0,0,0
2010,STATE,KANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,124,0,0,0
2010,STATE,KENTUCKY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,124,0,0,0
2010,STATE,LOUISIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,MARYLAND,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,106,0,0,0
2010,STATE,MICHIGAN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,149,0,0,0
2010,STATE,MINNESOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,177,0,0,0
2010,STATE,MISSISSIPPI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,136,0,0,0
2010,STATE,MISSOURI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,123,0,0,0
2010,STATE,MONTANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,135,0,0,0
2010,STATE,NEBRASKA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,166,0,0,0
2010,STATE,NEW JERSEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,114,0,0,0
2010,STATE,NEW MEXICO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,180,0,0,0
2010,STATE,NEW YORK,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,149,0,0,0
2010,STATE,NORTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,91,0,0,0
2010,STATE,NORTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,132,0,0,0
2010,STATE,OHIO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160,0,0,0
2010,STATE,OKLAHOMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,128,0,0,0
2010,STATE,OREGON,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,200,0,0,0
2010,STATE,PENNSYLVANIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,128,0,0,0
2010,STATE,SOUTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,84,0,0,0
2010,STATE,SOUTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,135,0,0,0
2010,STATE,TENNESSEE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,117,0,0,0
2010,STATE,TEXAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,144,0,0,0
2010,STATE,UTAH,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,178,0,0,0
2010,STATE,VIRGINIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,67,0,0,0
2010,STATE,WASHINGTON,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,205,0,0,0
2010,STATE,WEST VIRGINIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,90,0,0,0
2010,STATE,WISCONSIN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,162,0,0,0
2010,STATE,WYOMING,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,123,0,0,0
2010,STATE,ALABAMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,115,0,0,0
2010,STATE,ARKANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,157,0,0,0
2010,STATE,CALIFORNIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,195,0,0,0
2010,STATE,COLORADO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,DELAWARE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,115,0,0,0
2010,STATE,GEORGIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,138,0,0,0
2010,STATE,ILLINOIS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,180,0,0,0
2010,STATE,INDIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,176,0,0,0
2010,STATE,IOWA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,179,0,0,0
2010,STATE,KANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,143,0,0,0
2010,STATE,KENTUCKY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,138,0,0,0
2010,STATE,LOUISIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,MARYLAND,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,100,0,0,0
2010,STATE,MICHIGAN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,156,0,0,0
2010,STATE,MINNESOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,178,0,0,0
2010,STATE,MISSISSIPPI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,MISSOURI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,NEBRASKA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,180,0,0,0
2010,STATE,NEW JERSEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,123,0,0,0
2010,STATE,NEW YORK,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,142,0,0,0
2010,STATE,NORTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,90,0,0,0
2010,STATE,NORTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,OHIO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,176,0,0,0
2010,STATE,OKLAHOMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,135,0,0,0
2010,STATE,OTHER STATES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,161.1,0,0,0
2010,STATE,PENNSYLVANIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,132,0,0,0
2010,STATE,SOUTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,97,0,0,0
2010,STATE,SOUTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,148,0,0,0
2010,STATE,TENNESSEE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,125,0,0,0
2010,STATE,TEXAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,VIRGINIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,65,0,0,0
2010,STATE,WASHINGTON,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,220,0,0,0
2010,STATE,WISCONSIN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,159,0,0,0
2010,STATE,ALABAMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,120,0,0,0
2010,STATE,ARKANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,CALIFORNIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,195,0,0,0
2010,STATE,COLORADO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,144,0,0,0
2010,STATE,DELAWARE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,120,0,0,0
2010,STATE,GEORGIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,ILLINOIS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,159,0,0,0
2010,STATE,INDIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160,0,0,0
2010,STATE,IOWA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,167,0,0,0
2010,STATE,KANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,129,0,0,0
2010,STATE,KENTUCKY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,128,0,0,0
2010,STATE,LOUISIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,MARYLAND,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,100,0,0,0
2010,STATE,MICHIGAN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,156,0,0,0
2010,STATE,MINNESOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,175,0,0,0
2010,STATE,MISSISSIPPI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,134,0,0,0
2010,STATE,MISSOURI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,127,0,0,0
2010,STATE,NEBRASKA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,166,0,0,0
2010,STATE,NEW JERSEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,118,0,0,0
2010,STATE,NEW YORK,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,NORTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,90,0,0,0
2010,STATE,NORTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,137,0,0,0
2010,STATE,OHIO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,165,0,0,0
2010,STATE,OKLAHOMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,130,0,0,0
2010,STATE,OTHER STATES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160.7,0,0,0
2010,STATE,PENNSYLVANIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,128,0,0,0
2010,STATE,SOUTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,92,0,0,0
2010,STATE,SOUTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,TENNESSEE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,115,0,0,0
2010,STATE,TEXAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,143,0,0,0
2010,STATE,VIRGINIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,60,0,0,0
2010,STATE,WASHINGTON,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,200,0,0,0
2010,STATE,WISCONSIN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,162,0,0,0
2010,STATE,ALABAMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,120,0,0,0
2010,STATE,ARKANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,CALIFORNIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,195,0,0,0
2010,STATE,COLORADO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,144,0,0,0
2010,STATE,DELAWARE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,120,0,0,0
2010,STATE,GEORGIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,ILLINOIS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160,0,0,0
2010,STATE,INDIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160,0,0,0
2010,STATE,IOWA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,169,0,0,0
2010,STATE,KANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,130,0,0,0
2010,STATE,KENTUCKY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,128,0,0,0
2010,STATE,LOUISIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,MARYLAND,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,95,0,0,0
2010,STATE,MICHIGAN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,156,0,0,0
2010,STATE,MINNESOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,175,0,0,0
2010,STATE,MISSISSIPPI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,134,0,0,0
2010,STATE,MISSOURI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,134,0,0,0
2010,STATE,NEBRASKA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,170,0,0,0
2010,STATE,NEW JERSEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,122,0,0,0
2010,STATE,NEW YORK,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,148,0,0,0
2010,STATE,NORTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,90,0,0,0
2010,STATE,NORTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,OHIO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,167,0,0,0
2010,STATE,OKLAHOMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,130,0,0,0
2010,STATE,OTHER STATES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,160.7,0,0,0
2010,STATE,PENNSYLVANIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,128,0,0,0
2010,STATE,SOUTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,91,0,0,0
2010,STATE,SOUTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,145,0,0,0
2010,STATE,TENNESSEE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,117,0,0,0
2010,STATE,TEXAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,VIRGINIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,56,0,0,0
2010,STATE,WASHINGTON,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,205,0,0,0
2010,STATE,WISCONSIN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,162,0,0,0
2010,STATE,ALABAMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,120,0,0,0
2010,STATE,ARKANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,152,0,0,0
2010,STATE,CALIFORNIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,195,0,0,0
2010,STATE,COLORADO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,144,0,0,0
2010,STATE,DELAWARE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,115,0,0,0
2010,STATE,GEORGIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,142,0,0,0
2010,STATE,ILLINOIS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,174,0,0,0
2010,STATE,INDIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,170,0,0,0
2010,STATE,IOWA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,179,0,0,0
2010,STATE,KANSAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,138,0,0,0
2010,STATE,KENTUCKY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,135,0,0,0
2010,STATE,LOUISIANA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,150,0,0,0
2010,STATE,MARYLAND,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,100,0,0,0
2010,STATE,MICHIGAN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,154,0,0,0
2010,STATE,MINNESOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,177,0,0,0
2010,STATE,MISSISSIPPI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,134,0,0,0
2010,STATE,MISSOURI,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,143,0,0,0
2010,STATE,NEBRASKA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,179,0,0,0
2010,STATE,NEW JERSEY,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,118,0,0,0
2010,STATE,NEW YORK,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,144,0,0,0
2010,STATE,NORTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,90,0,0,0
2010,STATE,NORTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,OHIO,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,173,0,0,0
2010,STATE,OKLAHOMA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,135,0,0,0
2010,STATE,OTHER STATES,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,161.1,0,0,0
2010,STATE,PENNSYLVANIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,128,0,0,0
2010,STATE,SOUTH CAROLINA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,99,0,0,0
2010,STATE,SOUTH DAKOTA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,145,0,0,0
2010,STATE,TENNESSEE,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,122,0,0,0
2010,STATE,TEXAS,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,140,0,0,0
2010,STATE,VIRGINIA,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,65,0,0,0
2010,STATE,WASHINGTON,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,210,0,0,0
2010,STATE,WISCONSIN,,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",0,0,0,159,0,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,444016000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,405454000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,38562000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,402894000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,367273000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,35621000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,440054000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,400937000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,39117000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,440477000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,399729000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,40748000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,459485000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,418280000,0,0
2019,NATIONAL,-,,"CORN, FOR FUEL ALCOHOL - USAGE, MEASURED IN BU",0,0,0,0,41205000,0,0
