Program,Year,Period,Geo Level,State,State ANSI,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"99,092",13.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","1,742,456",0.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"496,418",17.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"6,892,883",5.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)", (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)", (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"1,582,734",4.6
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"7,026,119",2.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","6,518,532",4.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),"6,744",59.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"72,584",24.4
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"130,139",23.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"319,249",10.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"354,460",12.6
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","17,054,053",1.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"290,611",9.6
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"1,941,192",5.5
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"59,677",30.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"4,888,478",4.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"286,891",21.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)","1,820",61.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","26,412,943",1.6
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","25,588",34.4
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","545,264",8.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)","6,470",26
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","133,274",29.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","1,385,249",8.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","4,731",61.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)","235,684",15.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)","3,169,803",4.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)","1,784",21.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)","1,820",61.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)","26,412,943",1.6
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)","29,988",34.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)","649,276",8.4
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)","6,470",26
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)","164,334",35.6
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)","1,519,994",7.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)","4,731",61.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)","200,224",23.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)","2,931,046",5
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)","1,784",21.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),"13,685,792",3.5
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),"4,981,691",2.5
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),"2,489,443",14
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114), (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),"7,404,764",3.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),"986,059",4.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),"6,418,705",4.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),"69,866",0.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),"3,215,799",3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122), (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123), (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),355,15.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",OPERATORS,OPERATORS: (1 OPERATORS),"12,144,329",3.6
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",OPERATORS,OPERATORS: (2 OR MORE OPERATORS),"19,778,281",1.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING))","1,602,421",2.5
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 25 TO 34)", (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 35 TO 44)", (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 45 TO 54)","313,271",6.4
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE 55 TO 64)","654,377",1.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, (EXCL FARMING), AGE GE 65)","618,870",6.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING)","30,320,189",1.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE 25 TO 34)", (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE 35 TO 44)","2,161,944",6.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE 45 TO 54)","6,992,536",3.4
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE 55 TO 64)","11,313,561",1.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE GE 65)","9,408,399",2.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL","OPERATORS, PRINCIPAL: (PRIMARY OCCUPATION, FARMING, AGE LT 25)", (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL, ON PRESENT OPERATION","OPERATORS, PRINCIPAL, ON PRESENT OPERATION: (11 OR MORE YEARS)","29,434,434",1.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL, ON PRESENT OPERATION","OPERATORS, PRINCIPAL, ON PRESENT OPERATION: (6 TO 10 YEARS)","1,685,344",2.4
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU","OPERATORS, PRINCIPAL, ON PRESENT OPERATION","OPERATORS, PRINCIPAL, ON PRESENT OPERATION: (LESS THAN 6 YEARS)","802,832",7.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION)","7,546,289",1.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD))","2,111,021",0.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, (EXCL FAMILY HELD), LE 10 STOCKHOLDERS)", (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD)","5,435,268",2.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, CORPORATION, FAMILY HELD, LE 10 STOCKHOLDERS)", (D),(D)
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, FAMILY & INDIVIDUAL)","11,847,160",3.5
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, INSTITUTIONAL & RESEARCH & RESERVATION & OTHER)","727,661",10.1
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, PARTNERSHIP)","11,801,500",1.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ORGANIZATION,"ORGANIZATION: (TAX PURPOSES, PARTNERSHIP, REGISTERED UNDER STATE LAW)","11,301,998",2.3
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (FULL OWNER),"8,559,203",2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (PART OWNER),"15,345,661",2.5
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TENURE,TENURE: (TENANT),"8,017,746",2.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"31,922,610",1.9
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,TYPOLOGY: (EXCL FAMILY FARMS),"5,696,433",3.4
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (1,000,000 TO 4,999,999 $))","11,237,887",2.7
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (150,000 TO 349,999 $), PRIMARY OCCUPATION, FARMING)","462,882",11.2
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (350,000 TO 999,999 $))","4,126,114",5.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (5,000,000 OR MORE $))","9,693,334",2.4
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 150,000 $), PRIMARY OCCUPATION, FARMING)","294,753",18.8
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 350,000 $), PRIMARY OCCUPATION, EXCL FARMING)","140,549",14.1
CENSUS,2012,YEAR,STATE,CALIFORNIA,6,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TYPOLOGY,"TYPOLOGY: (FAMILY FARMS, GCFI (LESS THAN 350,000 $), RETIREMENT)","270,658",25
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","58,491,257",4.7
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","31,904,188",8.4
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"108,014",15.2
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"13,956,777",7.3
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"257,029",11
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)","12,210,916",1
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"928,277",8.2
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"15,773,584",17.5
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)","11,666,153",0.2
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,"AREA HARVESTED: (5,000 OR MORE ACRES)","2,710,000",0.4
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"3,412,105",10.9
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"28,075,509",12.9
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)","22,810,003",8
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),"7,432",60.3
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),"140,123",12.8
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),"570,996",12.7
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),"1,363,812",19.1
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),"1,063,875",21.3
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)","74,198,899",1.6
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),"972,983",16.4
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),"6,402,146",14.5
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),"136,462",29.1
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),"12,833,447",8.1
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),"502,374",17.3
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)","3,521",37.5
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)","76,938,032",3.8
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)","123,707",15.1
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)","6,108,312",10.9
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)","2,340",67.1
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)","485,016",15.6
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)","12,715,096",9.3
CENSUS,2012,YEAR,STATE,COLORADO,8,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)","29,193",25.7
